comment,contentposprob,contentnegprob,contentconfi,contentsenti
"('认同了的是傻子他们真的把大家当傻瓜么',)",6.36738e-05,0.999936,0.999859,0
"('事情没有圆满查清就想问问这学校以后还能顺利招生吗家长还放学送孩子来这上学吗',)",0.295353,0.704647,0.343661,0
"('求真相监控摄像头为什么不能给家长看',)",0.00134834,0.998652,0.997004,0
"('成都教育局也成立專案調查組了還比警方有效率自己先通報調查結果',)",0.948104,0.0518959,0.884676,2
"('教育局可以代替公安局公安局发声又是什么在一个地方所有的部门就是官官相护一丘之貉',)",0.117164,0.882836,0.739636,0
"('我也不认同',)",0.00249675,0.997503,0.994452,0
"('这是欺负成都警方无能吗',)",0.000120705,0.999879,0.999732,0
"('没原因就跳楼赴死家属有疑问社会公众也在问为什么为什么有人对他做了什么',)",0.00123368,0.998766,0.997258,0
"('那个微博都被注销了',)",0.000762096,0.999238,0.998306,0
"('用户都没了?',)",0.00217555,0.997824,0.995165,0
"('这个账号怎么不存在了呢这个妈妈的微博不存在了点不开了',)",0.0093232,0.990677,0.979282,0
"('孩子妈妈的账号都被注销了到底在心虚什么',)",0.000989171,0.999011,0.997802,0
"('热度降了是真的没人关注了',)",0.00131792,0.998682,0.997071,0
"('成都49中那个妈妈的账号居然没了',)",0.11942,0.88058,0.734623,0
"('牛逼孩子妈妈微博没了',)",0.448241,0.551759,0.00390901,0
"('以我玩剧本杀这么多年的经验来看学校就是凶手顶我上去谢谢',)",0.984601,0.0153988,0.96578,2
"('号没了',)",0.0822167,0.917783,0.817296,0
"('这孩子母亲的微博账号显示不存在了???',)",0.000619847,0.99938,0.998623,0
"('为什么不经过家属同意就马上把尸体送去殡仪馆火化呢这不是毁尸灭迹么人民日报共青团中央光明日报北京青年报',)",0.000448205,0.999552,0.999004,0
"('教育局局长怕连累自己下台',)",0.192747,0.807253,0.571672,0
"('求法律公平公正公开',)",0.345072,0.654928,0.233174,0
"('央视网公布了大家去顶起来',)",0.733254,0.266746,0.407232,2
"('严查真相',)",0.00277156,0.997228,0.993841,0
"('看着有一种无力感事情越来越不懂了只能努力的顶热度了尽自己的一份力量吧',)",0.244819,0.755181,0.455958,0
"('热度怎么一直渐啊怎么回事啊',)",0.00172006,0.99828,0.996178,0
"('保持热度别让压下去了',)",0.635924,0.364076,0.190941,2
"('既然警方已经介入调查这种涉及生命去亡的事件怎么会是教育局通报难道不是吗应该是警方通报吗',)",0.00027437,0.999726,0.99939,0
"('在这个智商过剩的时代唯有走心才是唯一技巧联合合同调查组走心了吗',)",0.00173824,0.998262,0.996137,0
"('如果不是现在舆论的力量给政府一定的施压可想而知一个母亲有多么无助决不能放过每一个坏人人在做天在看这里逃脱了那里也会让他生不如死',)",0.011971,0.988029,0.973398,0
"('请给我们一个真相谢谢了',)",0.157308,0.842692,0.650427,0
"('啥子批学校我的天侮辱我们智商呢',)",0.00144375,0.998556,0.996792,0
"('关注',)",0.999342,0.000658373,0.998537,2
"('我查我自己我查我小弟嗯我信了',)",0.108401,0.891599,0.759108,0
"('对于这个公告我就呵呵',)",0.0540945,0.945906,0.87979,0
"('官官相护何时了',)",0.638892,0.361108,0.197538,2
"('就算真的是跳楼自杀你们得让一个妈妈看到当时的监控视频啊',)",0.0324122,0.967588,0.927973,0
"('这结论谁能信',)",0.00194244,0.998058,0.995683,0
"('太可怕太可惜了花样的年纪父母得多悲伤',)",0.000929685,0.99907,0.997934,0
"('真相仍然扑朔迷离gt;gt;O成都男生校内坠亡母亲节这天她永远失去儿子',)",0.904476,0.0955239,0.787725,2
"('成都警方回应gt;gt;O成都17岁高中生坠亡案疑点重重警方再回应',)",0.101866,0.898134,0.773631,0
"('一开始不让家长进学校不让看孩子遗体事发地为什么是在行政楼而非教学楼教室事发时的监控为什么又消失是监控死角还是太多不合理的地方没有向学生家长和公众交代清楚',)",0.000655817,0.999344,0.998543,0
"('疑点重重◆1840坠楼2030救护车赶到21点通知家长遗体已送往殡仪馆并阻止见面◆学校拒绝家长进入拒绝家长看监控◆警察调看监控后发现唯独没有坠楼那段视频◆根据受害者母亲描述学校拒绝沟通表示走司法程序学校故意拖延家长了解案发现场以及阻止家人认领尸体我认为这属于故意销毁证据',)",0.000301252,0.999699,0.999331,0
"('在学校人没的还需要一个小时确认学生身份',)",0.100367,0.899633,0.776962,0
"('如果他的同学集体沉默到事件结束那可真是“少年强则中国强”',)",0.0100808,0.989919,0.977598,0
"('公布监控有这么难吗',)",0.00222518,0.997775,0.995055,0
"('不是站队不是刷屏不是煽动什么我们只是想要一个真相我们只是想知道到底发生了什么我们只是希望多一些公平正义',)",0.00642567,0.993574,0.985721,0
"('一个多小时确认身份有点牵强吧谁不认识谁呢搁这胡说八道',)",0.000449304,0.999551,0.999002,0
"('确实有很多疑点啊最起码的监控都不让看',)",0.0369646,0.963035,0.917856,0
"('确认你妈跳楼脸摔变形了吗哪个班少了谁这不知道还花两个小时确认',)",3.47834e-05,0.999965,0.999923,0
"('在校学生需要用了一个小时确认身份吗',)",0.0158535,0.984146,0.96477,0
"('小孩坠楼的地方是教师办公楼那么孩子坠落是否与教师有关监控只有事件发生那一段的没有那么整个事件与校方有关学校想掩盖事实学校又有什么权力把遗体送到殡仪馆呢没调查清楚就敢通报了谁给成华教育局这么大的胆子学校不能自证清白就要负全责',)",9.72677e-05,0.999903,0.999784,0
"('学校确认身份用了1个多小时真tm可笑谁信',)",0.00066668,0.999333,0.998518,0
"('我们就想要一个真相就这么难吗',)",0.418799,0.581201,0.0693366,0
"('我们国家是这样的如果你不摊上什么大事儿你幸福指数真的挺高但一切的前提是你不要摊上什么大事儿大家平时都是光鲜亮丽文明礼貌看美剧听歌剧谈投资聊基金一旦出了事微博发起来横幅拉起来膝盖跪下来和进城讨薪在包工头面前磕头自残的农民工其实没啥区别呼唤鹏鹏',)",0.0713578,0.928642,0.841427,0
"('一个小时确认什么身份',)",0.00381538,0.996185,0.991521,0
"('看了很长通报疑点真的太多了孩子坠楼后应第一时间报警并封锁现场后通知家长全力配合警方调查但他们第一时间是把孩子尸体运送殡仪馆关键时刻坠楼那段监控视频被删除父母赶至学校却被禁止进入学校种种迹象表明排除自杀的可能毕竟真的想不通他为何会坠楼',)",0.000182575,0.999817,0.999594,0
"('教育部说的再清楚不过了孩子就是自己吃撑了没事才跳楼玩的本人行为和学校无关',)",0.318428,0.681572,0.292382,0
"('反正就是不肯拿完整监控说话是吧',)",0.00472969,0.99527,0.98949,0
"('他想高考',)",0.995804,0.00419617,0.990675,2
"('不是不是据说小孩190一个学校有几个190的需要近2小时来确认身份',)",0.450934,0.549066,0.0186825,1
"('跌跌撞撞中学会了坚强',)",0.999289,0.000710572,0.998421,2
"('这还是我认知中国吗这还是我认知中国吗这还是我认知中国吗这还是我认知中国吗这还是我认知中国吗这还是我认知中国吗这还是我认知中国吗这还是我认知中国吗这还是我认知中国吗这还是我认知中国吗这还是我认知中国吗这还是我认知中国吗这还是我认知中国吗',)",3.80012e-06,0.999996,0.999992,0
"('各位黑客高人们帮帮他们吧',)",0.0885467,0.911453,0.80323,0
"('唉这么年轻的生命真是太可惜了一直在搜关于这个案件的有关信息看着看着就哭了',)",0.331163,0.668837,0.264082,0
"('禽兽都干不出这种事人类却可以',)",0.0156794,0.984321,0.965157,0
"('如果我是知道实情的人我会站出来说出事实不是我不想高考是世上有千千万万条路也许蜿蜒曲折也许路途遥远并坎坷但终归我还有路可以走同生为人而他没有了连个真相也没有我这一生都睡不安稳',)",0.00222016,0.99778,0.995066,0
"('经典回应之“我不知道嗯谢谢我不知道我不知道”我不知道',)",0.4243,0.5757,0.0571117,0
"('求真相',)",0.044792,0.955208,0.900462,0
"('难道就没有一个目击者',)",0.00510009,0.9949,0.988667,0
"('当一件事有大量的营销号带数字ID的号网上传教士的号僵尸号新号在到处转发评论时对这件事选择继续让子弹飞一会',)",0.0402574,0.959743,0.910539,0
"('校方需要一个多小时才能确认学生的身份这完全没有说服力啊学生出事后的善后安排都让人无法接受背后到底隐瞒了什么啊',)",0.000197041,0.999803,0.999562,0
"('不相信这么优秀的小伙子会轻生学校一定隐藏了不可告人的＊＊',)",0.55736,0.44264,0.0163551,2
"('唉早日查出真相吧',)",0.000118559,0.999881,0.999736,0
"('你做的正常死亡不可能做的事情如果跟你们没关系真的自杀何必怕看监控那么急不可耐送火花',)",0.00170334,0.998297,0.996215,0
"('这么优秀的娃好不容易养到十七岁了让父母怎么活的下去',)",0.157435,0.842565,0.650144,0
"('这件事让社会的正义变得对许多人深不见底为什么不能给一个真实的事实',)",0.004693,0.995307,0.989571,0
"('发现人员保护现场确认信息高空坠落尸体的样子很难看确认是谁需要一定的时间各位理性判断',)",0.000513643,0.999486,0.998859,0
"('学校哪来的权力不让父母见孩子最后一面就很无语',)",0.00108365,0.998916,0.997592,0
"('开始理性思考这段感情存在的意义',)",0.189739,0.810261,0.578358,0
"('正常逻辑就没有这样处理事情的出事了难道不是应该第一时间打电话给家长来居然马上给孩子送殡仪馆啥啥不让看啥啥不说明白这啥逻辑没问题才怪哦活生生的大儿子活奔乱跳去上学就这么没了任何家庭都接受不了了的我要一直蹲后续',)",7.45337e-06,0.999993,0.999983,0
"('所以现在排除刑事案件监控怎么还不拿出来',)",0.0239297,0.97607,0.946823,0
"('不经家人同意就火化了这都什么操作',)",0.000209775,0.99979,0.999534,0
"('校方是想把真相带进棺材里吗',)",0.0466097,0.95339,0.896423,0
"('监控到底能不能修好',)",0.076966,0.923034,0.828964,0
"('在学校坠楼了学校对学生用了一个小时确认身份学校仿佛在挑战智商',)",0.321039,0.678961,0.286579,0
"('用了一个小时确认身份????',)",0.000456839,0.999543,0.998985,0
"('希望成都49中公布学校监控视频用事实说话欲盖弥彰只能丧失更多的公信力不要指望用拖延时间的方式让人们忘记这个事件有太多的疑问事情没那么简单请成都49中公布真相请成都市公安局和四川省公安厅介入调查还孩子及其家人一个公道这已经是一个公共事件了每个人都有知道真相的权利',)",0.00145942,0.998541,0.996757,0
"('确认身份要一个多小时学校不是就喜欢统计学生家长的姓名电话工作单位的么',)",0.00688501,0.993115,0.9847,0
"('回去啊热度明星什么的还不如人命不如一个悲痛欲绝的母亲不如撕开社会黑暗面的裂缝重要吗滚啊娱乐圈',)",0.000414775,0.999585,0.999078,0
"('民心不服众怒已犯但大概率真相还是无法还原悲哀转发评论即正义',)",0.00215163,0.997848,0.995219,0
"('自己的学生需要用一个多小时确认身份',)",0.0513484,0.948652,0.885892,0
"('不说别的就说两个小时之后通告家长就很奇怪不管什么事情校方不应该第一时间告诉监护人吗',)",4.52929e-05,0.999955,0.999899,0
"('确认身份用一个小时要是这孩子逃课十分钟就把人揪出来了吧',)",0.000124905,0.999875,0.999722,0
"('这种1678的高中孩子基本上都是独生子女家里辛辛苦苦养大的说没就没了连最后一面都不给看送去byg说没鬼谁信',)",0.000280757,0.999719,0.999376,0
"('确认身份一个多小时就有点离谱',)",0.00038932,0.999611,0.999135,0
"('毁尸灭迹',)",0.352598,0.647402,0.216449,0
"('求真求实',)",0.879013,0.120987,0.731141,2
"('相关部门一群吃干饭的饭桶也不知道背后是一双什么样的力量之手在扼杀真相',)",0.0118571,0.988143,0.973651,0
"('这可是一条生命一家人的宝贝全家的期望和未来不值得一个真相',)",0.0354825,0.964517,0.92115,0
"('一个多小时确认身份',)",0.0497419,0.950258,0.889462,0
"('学校已经连火化都包办了',)",0.259517,0.740483,0.423296,0
"('不传谣不造谣唯一能做的给他持续热度只求一个真相',)",0.0013823,0.998618,0.996928,0
"('学校有什么权利不经过家属直接就送到殡仪馆疑点重重',)",0.132973,0.867027,0.704504,0
"('也就只有头条新闻敢发声了',)",0.00117653,0.998823,0.997386,0
"('这个幕后黑手能量挺大呀',)",0.972302,0.0276981,0.938449,2
"('现在有钱有权人一手遮天了国家没有用法律没有用是不是可以推翻政策了',)",0.0430649,0.956935,0.9043,0
"('人血馒头啊再怎么洗白都没用如果真的向学校说的那么简单为什么家长都见不到孩子的最后一面维权好难凭什么直接送到殡仪馆',)",0.00129456,0.998705,0.997123,0
"('一个在校学生还要用一个多小时确认身份可笑至极',)",0.0003645,0.999636,0.99919,0
"('头条终于报道了人间新闻',)",0.909545,0.0904554,0.798988,2
"('鬼有什么可怕的我带你去见见人心',)",0.0204303,0.97957,0.954599,0
"('简直了还能删评?我看到好几个质问的点赞量高的评论没了',)",0.0909773,0.909023,0.797828,0
"('看到知乎信息说是不是老师是被学生推的',)",0.0733399,0.92666,0.837022,0
"('监控',)",0.580233,0.419767,0.0671842,2
"('希望警方能给出真相',)",0.0122073,0.987793,0.972873,0
"('为啥中国只要一发现这些类似事件监控就坏了真特么搞不懂幼儿园中学大学为啥都是',)",0.000360189,0.99964,0.9992,0
"('法律漏洞在应该有监控的地方说监控消失应该立法这种没监控证明清白就可以推定有罪',)",0.0992842,0.900716,0.779369,0
"('用一个多小时确认身份',)",0.0663221,0.933678,0.852618,0
"('我擦和我一天生日',)",0.812938,0.187062,0.584307,2
"('一个学校有多少走后门的多少勾搭上的鲜活生命不放在眼里法律不放在眼里路走窄了吧',)",0.218935,0.781065,0.513478,0
"('疑点太多',)",0.0694256,0.930574,0.845721,0
"('为什么学校频频上热搜',)",0.106652,0.893348,0.762995,0
"('到底是动了谁的蛋糕',)",0.0597646,0.940235,0.86719,0
"('真的太他妈的气人了最后一面都没让人家爸爸妈妈见到搁谁谁受的了唉',)",3.37171e-05,0.999966,0.999925,0
"('确认身份确实有可能费时间因为这个孩子是在行政楼跳的可能目击者也不认识他不过关键是当时是谁发现的现场到底是什么情况监控太重要了关键是为什么要这么快送去殡仪馆不应该在警察来之前都保护现场吗',)",0.0025088,0.997491,0.994425,0
"('头条新闻好样的会持续关注此事大家都顶上去看监控看监控看监控',)",0.694293,0.305707,0.32065,2
"('为什么不是第一时间通知家长而是拖延这么长时间最后让警察告知家长640发生意外到9点这段时间究竟在隐瞒什么真相还有为什么禁止家长入校第一时间观看事发视频警方的通告真实性恐怕连他们自己也不信吧',)",7.93735e-06,0.999992,0.999982,0
"('中国顶楼',)",0.934328,0.0656724,0.854061,2
"('多残忍啊',)",0.00833324,0.991667,0.981482,0
"('此案先不说是否他杀坠楼后第一时间应当保护现场拨打120通报警方和家属警方现场勘察尸检完毕家属对现场勘察尸检无异议尸体处理权由父母监护人决定冷冻后续调查或者殡仪馆再由警方继续侦查取证校方必须全力配合直至真相而校方怎么做的',)",0.000318111,0.999682,0.999293,0
"('用一个小时开会封口用一个小时改造监控摄像头',)",0.0472864,0.952714,0.894919,0
"('烂透了',)",1.56849e-05,0.999984,0.999965,0
"('18点40坠楼20点多才通知家长而且还是让家长直接去警察局为什么不让家长见孩子还有18点40-20点左右这个期间学校在干什么?为什么送去殡仪馆?毁尸灭迹吗?还有怎么可能没监控扯呢一出事就说没有监控监控没拍到监控坏了这么长时间就发了一个狗屁通报糊弄谁呢',)",1.80787e-06,0.999998,0.999996,0
"('“大雨中百鬼夜行有人混在其中比鬼还高兴”',)",0.0909667,0.909033,0.797852,0
"('我相信中华人民共和国的法律我相信中华人民共和国的调查机关会查明真相并公之于众我相信正义',)",0.190892,0.809108,0.575795,0
"('2小时干嘛去了销毁证据统一口径保全背后大佬们的利益',)",8.23e-05,0.999918,0.999817,0
"('一个小时确认身份太离谱了吧能不能编像一点',)",9.03553e-06,0.999991,0.99998,0
"('校方什么立场什么资格直接替家人决定送殡仪馆',)",0.367096,0.632904,0.184232,0
"('就一个问号',)",0.000635363,0.999365,0.998588,0
"('笑死监控看了个寂寞',)",0.00129461,0.998705,0.997123,0
"('以后谁还敢把自己的孩子送到学校去啊腐败啊腐败',)",0.00168639,0.998314,0.996252,0
"('看到爆料说是几个官二代富二代推下去的是什么梗还有爆出家长名字是不是可以查查化学老师那个根本不可能大家不要被混淆视听了这条估计会被秒删',)",7.21246e-05,0.999928,0.99984,0
"('不敢放出监控难道是谋杀',)",0.00162842,0.998372,0.996381,0
"('为什么封人家家属的号',)",0.00308703,0.996913,0.99314,0
"('所以孩子已经火化了吗爸爸妈妈都没见到他最后一面这让人怎么受得了啊学校这些人没有心吗没有孩子吗畜生啊',)",0.000283857,0.999716,0.999369,0
"('一定要查清事实还逝者母亲一个说法心疼孩子回不来了如果没有如实交代这个社会还有什么公正可言要法律来干嘛和弱肉强食的动物界有什么区别希望热度不减大家一起护卫这个家庭护卫保护我们的法律',)",0.00467995,0.99532,0.9896,0
"('没有家属签字能随便火化尸体吗',)",0.00152294,0.998477,0.996616,0
"('想知道“真相”怎么就这么难啊',)",0.00145395,0.998546,0.996769,0
"('学生的命也是命美国驻华大使馆方方',)",0.77436,0.225641,0.498577,2
"('学生的命也是命',)",0.00457839,0.995422,0.989826,0
"('学校是学校吗这个社会是法制社会吗能为所欲为吗这世界公平吗',)",0.012895,0.987105,0.971344,0
"('呵呵哒用一个多小时确认身份我看是掩盖犯罪证据吧',)",0.002671,0.997329,0.994064,0
"('确认身份需要一个多小时不相信绝对不相信一定要严查',)",0.000409783,0.99959,0.999089,0
"('所以有学生坠亡出事不是先组织救治而是要先确认身份这个学校也真是绝了',)",0.0452368,0.954763,0.899474,0
"('出事不及时打电话给家长直接送殡仪馆连孩子的最后一面都不给家长看出事的那段监控没有到底在隐瞒什么我们不得知晓',)",5.02005e-05,0.99995,0.999888,0
"('确认什么身份要一个小时哦把人家八代都挖出来看看有没有势力隐患发现是个小平民可以安心欺负了对吧',)",0.000456136,0.999544,0.998986,0
"('越看越气感觉他们要一手遮天了谁还敢把孩子送去这样的学校出事了直接送去了殡仪馆活生生的孩子进去一盒骨灰出来迫不及待拿去火化想掩盖什么这也不能怪别人猜疑正常人都不会这么做事的',)",2.44309e-06,0.999998,0.999995,0
"('官媒此刻在干什么',)",0.00589747,0.994103,0.986895,0
"('孩子也还等着回家看妈妈没想到自己非命在学校里他的灵魂在哭泣呀他在喊妈妈我听到了',)",0.97685,0.0231498,0.948556,2
"('是用一个多小时来确认身份还是用一个多小时来毁灭证据',)",0.0010125,0.998987,0.99775,0
"('现在杀人都不犯法了吗光天化日之下杀人竟然没人管',)",0.000184927,0.999815,0.999589,0
"('这是什么神操作家长被通知去了警察局还不被告知发生了什么套路好深',)",0.000640889,0.999359,0.998576,0
"('都拿我们当傻子呢',)",0.000774024,0.999226,0.99828,0
"('有什么权利处理人家孩子的尸体如此嚣张国家就这么放任不管吗',)",0.000123394,0.999877,0.999726,0
"('要一个多小时确认身份没确认身份不能叫救护车吗',)",0.000495697,0.999504,0.998899,0
"('必须查出真相',)",0.0188256,0.981174,0.958165,0
"('四川官媒就没说话发声',)",0.0288824,0.971118,0.935817,0
"('越是遮掩越有问题',)",0.0072417,0.992758,0.983907,0
"('不要逃避责任给家属以事实真相送谣者以法律惩罚',)",0.00137446,0.998626,0.996946,0
"('只能寄希于希望公开死者的父母完全处于被动虽然是死者的近亲主动权完全不在手里为什么只能是寄希于希望',)",0.00396726,0.996033,0.991184,0
"('麻烦关注一下成都49中唉其实这种新闻我真的不想关注的但是看了来龙去脉真的很气愤真的很不想这么负能量每次遇到这种新闻恨不得自己就在受害者旁边唉真的好心疼那位母亲刚过完母亲节就遇到这样的事情',)",0.00118004,0.99882,0.997378,0
"('唉其实这种新闻我真的不想关注的但是看了来龙去脉真的很气愤真的很不想这么负能量每次遇到这种新闻恨不得自己就在受害者旁边唉真的好心疼那位母亲刚过完母亲节就遇到这样的事情',)",0.000166674,0.999833,0.99963,0
"('愿早日真相大白你我皆是蝼蚁帮人就是帮己',)",0.887008,0.112992,0.748908,2
"('发监控',)",0.566739,0.433261,0.0371989,2
"('直接把孩子拉去殡仪馆这学校的管理者是魔鬼',)",0.00062897,0.999371,0.998602,0
"('这学校也是个流氓学校赶紧让孩子转学啥玩意儿',)",0.0024193,0.997581,0.994624,0
"('人命关天强烈谴责学校不即时通知出事的学生家长不排除妄图隐瞒事发真相的恶劣行径这是明目张胆的恶意犯罪行为建议立即出台司法解释入刑追究相关涉事人员的刑事责任究竟是谁的主意和指令在出事学生未经送医院抢救救治医院未宣布死亡就将学生送至殡仪馆的这涉嫌故意杀人',)",3.03954e-05,0.99997,0.999933,0
"('校方说需要一个小时确认身份自己学校的学生就算人多但凡通知到班主任班主任再在自己班级确认一下用的了1小时班主任自己班里少一个人不知道然后这1小时用在了哪里是确认了再叫救护车还是确认了再叫家长如果在救护前就确认为什么不通知家长一起去医院',)",7.45569e-05,0.999925,0.999834,0
"('学校没猫腻应该第一时间拨打120同时报警并且同时间通知家长这很难吗',)",0.00271565,0.997284,0.993965,0
"('不让看遗体',)",0.00723898,0.992761,0.983913,0
"('殡仪馆也不让见孩子一面吗只要不烧掉开追悼会不也是是要见最后一面的问题是非正常死亡家属确认尸体这步怎么完成的?',)",0.000292889,0.999707,0.999349,0
"('就这一系列操作真的你说没问题就很难相信',)",0.00495801,0.995042,0.988982,0
"('就说监控吧上次有个孩子跳楼有监控视频你把监控放出来证明和学校无关大家还会怀疑你吗',)",0.000415951,0.999584,0.999076,0
"('文案都有漏字错别字在下佩服佩服',)",0.105486,0.894514,0.765586,0
"('凭什么直接送殡仪馆',)",0.0181874,0.981813,0.959584,0
"('这种事情要立法按突发事件立法任何人不能人为干扰破坏监控录像设备一但干扰破坏即违法入刑再者发生学生校内死亡事件必须第一时间通知监护人违反者入刑学校无权阻扰监护人入场这几点其实是常识可就是那么难所以要反思',)",2.69504e-05,0.999973,0.99994,0
"('自己的学生还要确认身份就算需要确认身份花了一个多小时的时间就怎么也说不过去吧堂堂一所教书育人的学校效率这么低的吗',)",6.26904e-05,0.999937,0.999861,0
"('老子还就真不信这些官方说的屁话',)",0.00023077,0.999769,0.999487,0
"('为什么不让家长看监控为什么不第一时间通知为什么不让家长看孩子最后一面为什么不经过家长同意就急匆匆把孩子送往殡仪馆',)",0.000274975,0.999725,0.999389,0
"('把监控放出来再说',)",0.0156852,0.984315,0.965144,0
"('好好一孩子没了肯定接受不了都高中了',)",0.554382,0.445618,0.00973834,2
"('用一个多小时确认身份然后拉去殡仪馆然后不让看监控然后没有见最后一面然后觉得网友是吗',)",0.00027876,0.999721,0.999381,0
"('一个小时确认身份你M糊弄谁呢',)",5.83895e-05,0.999942,0.99987,0
"('一个小时确认身份',)",0.0232875,0.976712,0.94825,0
"('你他妈自己学校的先生需要两个小时确认身份当全国人民白痴这样的学校早该夸这样的校长误人子弟早该去是',)",2.71875e-05,0.999973,0.99994,0
"('放屁为什么事发后不保护现场为什么家长还没见面就送殡仪馆为什么不敢公布监控',)",0.000107076,0.999893,0.999762,0
"('他们到底在害怕什么为什么不第一时间通知家长不通知也就算了私自拉去火化谁给你们的权利',)",9.42394e-05,0.999906,0.999791,0
"('还珍爱生命这是泯灭人性',)",0.00301652,0.996984,0.993297,0
"('却实存疑',)",0.00112657,0.998873,0.997496,0
"('这么健康正常聪明的孩子这样走了让人家父母怎么过',)",0.137887,0.862113,0.693584,0
"('确认身份需要一个多小时',)",0.041501,0.958499,0.907775,0
"('一个小时确认身份这个理由简直了',)",0.000335218,0.999665,0.999255,0
"('呵呵用了1个小时确认身份',)",0.0397765,0.960223,0.911608,0
"('成都49中是死了吗',)",0.0012052,0.998795,0.997322,0
"('一个小时确认身份那谁当傻子呢',)",6.01655e-05,0.99994,0.999866,0
"('完全不认同需要两小时确认身份',)",0.000140713,0.999859,0.999687,0
"('孩子离世当天所有监控视频必须公开',)",0.710812,0.289188,0.35736,2
"('确认身份需要一个多小时',)",0.041501,0.958499,0.907775,0
"('把监控完完整整的展现出来呀据说刚好事发时间段的监控就不见了',)",0.701772,0.298228,0.337272,2
"('经过调查监控说明有监控把监控放出来',)",0.0171753,0.982825,0.961833,0
"('究竟在隐瞒什么成都49中',)",0.0443223,0.955678,0.901506,0
"('学校确认学生身份要用一个多小时',)",0.120599,0.879401,0.732003,0
"('我才二十几岁我看到这个社会更多的是阴暗的一面不知道为什么',)",0.00313173,0.996868,0.993041,0
"('我不敢看真相害怕校园暴力',)",0.0251083,0.974892,0.944204,0
"('全家人都没见到孩子最后一面是已经被火化了么',)",0.000832,0.999168,0.998151,0
"('只想求个真相为什么不做尸检直接送殡仪馆这么严重的事关人命的事情为什么如此儿戏究竟在隐瞒什么',)",2.1735e-05,0.999978,0.999952,0
"('新闻打字都打多了你仔细读一下再发好不好',)",0.273671,0.726329,0.391841,0
"('看你们能找那个编剧来谁编故事谁缺德',)",0.00693225,0.993068,0.984595,0
"('真的在隐瞒什么',)",0.0124285,0.987571,0.972381,0
"('全家人都没见到孩子最后一面就tm匪夷所思到底教育局要隐瞒什么',)",0.000188799,0.999811,0.99958,0
"('在校学生需要一个小时确认身份那么多老师一个学生都不认识还是说学生家长的联系方式多难找到',)",0.032309,0.967691,0.928202,0
"('公信力值得去维护',)",0.987427,0.0125727,0.972061,2
"('我们就想知道真相',)",0.0457644,0.954236,0.898301,0
"('“有一分证据说一分话”在逻辑上形成“闭环”在事实供应上力求无懈可击才能最大程度消弭质疑说的没错大家想要看到的就是这个证据“闭环”而不是寥寥几字的简单公告事已至此实难无法令人信服同时也希望大家质疑的同时保持克制也别被乌七八糟的人趁机捣乱',)",0.000620205,0.99938,0.998622,0
"('不一定要公布监控但家长一定要看没有视频是盲区还是缺了一段缺了一段就是销毁证据',)",0.000501779,0.999498,0.998885,0
"('这才是媒体应有的担当和责任',)",0.932477,0.0675229,0.849949,2
"('期待一个真相',)",0.0984367,0.901563,0.781252,0
"('有一分证据说一分话',)",0.0196408,0.980359,0.956354,0
"('只是希望把整件事从头到尾了解清楚对这个最基本的要求公安局有责任对家人和关切的公众告知',)",0.0557019,0.944298,0.876218,0
"('民心所向等待真相',)",0.201814,0.798186,0.551524,0
"('求清晰明了的真相',)",0.413884,0.586116,0.0802574,0
"('毕竟疑点太多了还是得一一排查',)",0.196986,0.803014,0.562254,0
"('这个说的在理',)",0.388716,0.611284,0.136187,0
"('别的我都不信就信你',)",0.0522256,0.947774,0.883943,0
"('无论如何都该有个真像公布',)",0.00984498,0.990155,0.978122,0
"('真的很可惜是同龄人来着的他原本可以拥有光明的未来',)",0.775403,0.224597,0.500895,2
"('我看到新闻的时候发现是母亲节那天眼泪都快出来了',)",0.935199,0.0648007,0.855998,2
"('保持理性各位别被当枪使了',)",0.674412,0.325588,0.276472,2
"('我们所有人只是想要一个逻辑合理的真相而不是毫无说服力公告',)",0.0172198,0.98278,0.961734,0
"('你们说出了死者家属及大众心中的想法',)",0.0371593,0.962841,0.917424,0
"('“堵不如疏”',)",0.0817275,0.918272,0.818383,0
"('有您的回应给了大众等待真相的信心和决心',)",0.179619,0.820381,0.600847,0
"('终于等到官微关注了',)",0.997998,0.00200241,0.99555,2
"('“有一分证据说一分话才可能消弭质疑”',)",0.00129371,0.998706,0.997125,0
"('对的全国人民都想看真相',)",0.672537,0.327463,0.272305,2
"('不愧我关注这么久感动看到希望了',)",0.999955,4.53857e-05,0.999899,2
"('顶请给一个交代',)",0.285498,0.714502,0.36556,0
"('让子弹再飞一会希望社会能多些温暖',)",0.970141,0.0298592,0.933646,2
"('正大光明',)",0.426351,0.573649,0.0525541,0
"('喊着要公布监控的是要把死者家属的痛苦回忆拿出来给全国人民欣赏一下吗',)",0.00423985,0.99576,0.990578,0
"('“有一分证据说一分话才可能消弭质疑”',)",0.00129371,0.998706,0.997125,0
"('好样的民心所向',)",0.998255,0.00174515,0.996122,2
"('用证据说话等待事实真相',)",0.00892399,0.991076,0.980169,0
"('句句在理',)",0.00130714,0.998693,0.997095,0
"('期待真相公信力需要维护',)",0.0378049,0.962195,0.915989,0
"('讲的太对了给整件事情了解清楚给家长一个交代',)",0.403989,0.596011,0.102247,0
"('理智理智会有结果的',)",0.0236838,0.976316,0.947369,0
"('期待真相',)",0.0290061,0.970994,0.935542,0
