内容,时间
和&#x20;朋友一起买了个半日票去玩&#x20;从她的评论看到很多朋友非常喜欢烟火的照片&#x20;决定拿出来单独分享这些。&#x0A;使用的是Sony&#x20;A7M3&#x20;镜头配的适马24-70&#x20;art镜&#x0A;拍摄位置大概是在旋转木马附近的广场（没在桥上）找到正面即可&#x20;人实在太多了&#x20;我们去的时候有人陆陆续续离开才勉强挤进去拍摄。当然是不可以带脚架进去拍摄的&#x20;需要铁手&#x20;和&#x20;手臂足够长！&#x20;全程拍摄下来十分钟的样子&#x20;参数是RAW&#x20;快门1&#x2F;20&#x20;ISO100&#x20;光圈F2.8&#x20;70mm焦段（开启a7自带的APSC模式&#x20;等效105，如果是24-105的朋友&#x20;可以直接105端&#x20;开防抖&#x20;慢门拍&#x20;虽然F4&#x20;拉高一点iso也应该完全ok）&#x0A;然后最重要的是后期部分&#x20;我选择用的LR&#x20;比较极端的高光-100&#x20;阴影+100！相信索尼的高感就对了！然后还有一个极端的就是清晰度拉到了100。锐化106&#x20;和&#x20;噪点消除30&#x20;曝光拉到1.0&#x20;其他的参数&#x20;颜色&#x20;曲线就根据自己的环境和相机镜头配置决定&#x20;调色是主观的&#x20;没有谁对谁错的参数&#x20;好看就行。&#x0A;最后祝大家迪士尼玩得开心&#x20;拍到好的照片！,2021-06-25 发布笔记
今天又是带着崽崽去上海迪士尼的一天&#x0A;因为办了年卡&#x0A;心情不好&#x20;就跑去溜达一圈&#x0A;依旧是佛系玩家&#x0A;走着看&#x20;哪个排队人少就去排&#x0A;人多就拍拍拍&#x0A;最近暑假开始啦&#x0A;小公主小王子们都回家了&#x0A;人有点多～&#x0A;想去园区的朋友们&#x20;一定要做好心理准备哦,2021-06-25 发布笔记
上海迪斯尼、每个人都有一个童话梦，迪士尼完全符合了我对童话的期待，对童年的回忆。在亚洲日本和香港有两家迪斯尼我都玩遍啦，上海迪斯尼在家门口建的真是方便尤其疫情出不去的时候，能在家门口玩到哪是多幸福的事，真的非常非常的激动！！让我们来一次说走就走的旅行,2021-06-25 发布笔记
每个女孩心中都有一个公主梦&#x0A;上海迪士尼之旅～～&#x0A;被童话世界征服的时光～～&#x0A;那沉睡己久，被埋没的少女心&#x0A;又一次的“爆棚”～～&#x0A;&#x0A;门票：建议某宝购买，学生建议在某东买学生票。&#x0A;&#x0A;早享卡：公众号“上海迪士尼度假区”购买，提前买99，当天买149，一定要买&#x0A;&#x0A;携带物品：身份证、手机、钥匙、钱包、移动电源、防晒物品等。&#x0A;&#x0A;着装建议：衣服不重要，鞋一定要舒服&#x0A;&#x0A;推荐项目：创极速光轮＞飞跃地平线＞小矮人矿车＞加勒比海盗（这四个一定要玩）&#x0A;&#x0A;烟花表演：晚上20点30开始，建议19点去米奇大街占位置！&#x0A;&#x0A;交通：建议虹桥火车站&#x2F;浦东机场。&#x0A;&#x0A;上海迪士尼度假区APP&#x0A;&#x0A;这个APP一定要提早下载好，因为你需要在上面抢FP（快速通行证），然后还可以看当天演出的时间表、实时的项目排队需要的时间以及当地图用。&#x0A;&#x0A;在过了第二道安检门以后，立马打开这个APP，扫码关联上你的门票，多人去的可以用一个手机创建游玩组，关联上所有人的票（好像最多5个），然后只要你抢到FP，所有人就都有FP。,2021-06-24 发布笔记
项目流程：&#x0A;七点到迪士尼检票口&#x0A;提前准备好你的健康码，迪士尼预约码，身份证&#x0A;进来先走左边-往创极速光轮跑&#x0A;基本不排队直接刷🪟极速光轮！&#x0A;然后背对极速光轮往左走刷-七个小矮人矿山车&#x0A;大概排15-20分钟&#x0A;然后面对七个小矮人矿山车往左走刷抱抱龙冲天赛车这时候大部队差不多正在进场&#x0A;奇想花园是必打卡的！网红热门城堡就在此！出片极高！&#x0A;生日月可以拿到专属生日徽章一枚，出示身份证给工作人员即可&#x0A;&#x20;&#x0A;还是非常推荐去迪士尼打卡的！,2021-06-24 发布笔记
去迪士尼玩最怕人山人海和排队，更何况带着两个宝宝千里奔袭迪士尼。奉上避开人群的攻略。&#x0A;1、入住迪士尼乐园酒店和玩具总动员酒店，从酒店快速通道优先入园。可以提前一小时入园。&#x0A;2、不住酒店的话推荐购买VIP票，大概一千多元，享受免排队快速入园，同时包含12个热门项目的快速通卡和烟花VIP位置，小朋友身高不超一米不需要买门票也能跟着父母享受快速通道。&#x0A;3、一家人出行的话，让爸爸带包，妈妈和小朋友直接走无背包安检通道也更省时间，进去先玩小朋友的专属项目，例如旋转蜂蜜罐（转转车）、小飞象（旋转飞机）幻想曲旋转木马等。&#x0A;4、在迪士尼快关闭的时间，也能拍到没有人的城堡。&#x0A;5、晚餐的饭点去踩点热门项目，例如创极速光轮，这时相对人最少。&#x0A;6、小朋友玩一定要先量身高再排队，别浪费时间。吃饭最好略微错开饭点，还能让小朋友在餐厅午睡一下。&#x0A;7、小朋友身高够的情况下，必玩项目：&#x0A;加勒比海盗！坐着船从海平面突然降入海底，看着远处的多艘轮船互相炮击，身临其境非常真实。&#x0A;飞跃地平线！乘坐热气球低空掠过地球上所有地标建筑，金字塔&#x2F;埃菲尔铁塔&#x2F;长城等，也非常逼真。&#x0A;8、可以放弃的项目：雷鸣山漂流，该项目坐船进一个漆黑的山洞后突然从瀑布上高速滑落，伸手不见五指的情况下只能听到巨大水声和此起彼伏的尖叫，对小孩子不友好，吓到做噩梦。&#x0A;年纪比较小的话建议放弃七个小矮人和矿车，我家3岁的小朋友直接吓傻了，可以玩玩其他人畜无害的游乐园项目。,2021-06-23 发布笔记
110以下的宝宝可以游玩哪些项目&#x0A;飞跃地平线（106cm）&#x0A;雷鸣山漂流（107cm）&#x0A;&#x0A;隐藏游戏：奇奇蒂蒂商店投投乐&#x0A;&#x0A;七个小矮人矿山车（97cm）&#x0A;&#x20;古迹探索营绳索挑战（106cm）&#x0A;&#x20;加勒比海盗沉落宝藏之战（无限制）&#x0A;&#x20;探险家独木舟（双脚着地即可）&#x0A;&#x20;巴斯光年星际营救（无限制）&#x0A;&#x20;太空幸会史迪奇（无限制）&#x0A;&#x0A;隐藏游戏：史迪奇投投乐&#x0A;&#x0A;&#x20;胡迪牛仔嘉年华（81cm）&#x0A;&#x20;小飞侠天空奇遇记（无限制）&#x0A;&#x20;维尼小熊历险记（无限制）&#x0A;&#x20;旋转蜂蜜罐（无限制）&#x0A;小飞象（无限制）&#x0A;&#x20;漫游童话世界（无限制）&#x0A;&#x20;弹簧狗团团转（无限制）&#x0A;&#x20;幻想曲旋转木马（120cm或以上可单独乘坐）&#x0A;晶彩奇航（无限制）&#x0A;&#x0A;&#x20;这两个时间请提前设好闹钟&#x0A;花车巡游时间：上午11:30和下午15:00&#x0A;烟花时间：晚上20:30,2021-06-23 发布笔记
上海迪士尼于2016年6月16日开幕，4月8日起开启了5周年模式，各种惊喜等着你，最近有计划去的可要抓紧时间啦&#x0A;·&#x0A;惊喜一:入园绑定APP&#x0A;·&#x0A;入园后在官方APP绑定门票，，就有机会获迪士尼朋友签名的岁生日庆典壁纸，还可能获得餐饮券，商品兑换券，景点优先体验券等优惠券&#x0A;·&#x0A;惊喜二:惊喜特派员&#x0A;·&#x0A;5周年开启后，随时可能在乐园遇到“惊喜特派员”，有机会获得5岁生日礼物&#x0A;·&#x0A;惊喜三:米奇米妮舞台秀(极速光轮处)&#x0A;·&#x0A;明日世界E空间·百事舞台将呈献至多四场奇妙秀，米奇米妮将盛装演出，迪士尼惊喜光轮也将由游客转动，&#x0A;·&#x0A;惊喜四:和迪士尼朋友自拍互动&#x0A;迪士尼朋友5周年新服饰，记得去找他们，拍照地点跟之前有所更换，若临时变更可以跟现场工作人员确认&#x0A;&#x0A;米奇&amp;米妮-米奇大街(M大街商店入口)&#x0A;高飞&amp;布鲁托-米奇大街(M大街商店侧面)&#x0A;唐老鸭&amp;黛丝-甜心糖果商店出口对面&#x0A;奇奇蒂蒂-米奇大街报摊&#x0A;星黛露&amp;杰拉多尼-甜心糖果商店出口&#x0A;可琦安-老车站商店门口&#x0A;达菲&amp;雪莉玫-老车站商店出口侧面&#x0A;奥乐米拉-部落丰盛堂&#x0A;维尼熊(噗噗)-百亩森林(森林百物商店入口对面)&#x0A;疯狂动物城-去往飞跃地平线的路上&#x0A;玩具总动员-艾尔玩具店入口对面&#x0A;·&#x0A;惊喜五:全新的“米奇童话专列”(花车)&#x0A;时间:15:15或45（当天一定要咨询），全新的花车将有超过四米高的5岁生日蛋糕，并播放由刘宇宁演唱的上海迪士尼5周年主题曲《奇妙的惊喜》&#x0A;·&#x0A;惊喜六:&#x20;全新夜光幻影秀(烟花)&#x0A;·&#x0A;5周年限定烟花&#x0A;烟花时间:20:00&#x2F;20:15&#x2F;20:30&#x2F;21:00&#x2F;21:15&#x0A;因为天气原因，时间会有变化，上面的时间，是任选其一，不是五个时间都有，因此入园后具体再跟工作人员确认一次，并时刻关注&#x0A;·&#x0A;惊喜七:5周年美食&#x0A;·&#x0A;各种美食像5周年款的米奇巧克力蛋糕，盲盒杯等&#x0A;·&#x0A;必玩推荐:&#x0A;·&#x0A;加勒比海盗&#x0A;虽然是观看的，但裸眼5D做的超真实，沉浸式效果极强，看2遍也不觉得过瘾&#x0A;·&#x0A;小矮人矿山车&#x0A;属于一个mini类型的小过山车，娱乐性观赏性都，也不会过于刺激，老少皆宜&#x0A;·&#x0A;抱抱龙冲天赛车&#x0A;类似于海盗船，但要相对比海盗船速度更快，幅度更大，失重感非常强，喜欢刺激项目的一定要打卡&#x0A;·&#x0A;极速光轮&#x0A;全程速度超级快，超级超级爽的一个项目，迪士尼必打卡项目,2021-06-23 发布笔记
交通：&#x0A;有两种交通方式，一种是大巴去浦东，离迪士尼比较近。一种是高铁到虹桥，但是坐2号线要一个半小时。有点累。建议来上海可以逛一天市中心再去迪士尼。&#x0A;住宿&#x0A;1、迪士尼酒店，单独入口入园，但是价格很高。&#x0A;2、民宿，比较近，有接送车一般。&#x0A;3、地铁站沿线，自己坐地铁。&#x0A;4、浦东附近酒店，酒店也有接驳车&#x0A;（我感觉民宿卫生不行，一般迪士尼附近的酒店都有接送的，很方便）&#x0A;门票&#x0A;迪士尼门票分淡季旺季，可以在迪士尼app上买，也可以携程上买，价格399-599不等。去之前下载个迪士尼app，排队时间和项目地图非常清楚。&#x0A;特殊服务及入园时间：&#x0A;迪士尼是一个可以花钱买服务的地方，简单讲三种常见的服务。&#x0A;1、早享卡，可以早一小时进去，大概100&#x2F;人。但是因为等到晚上看完烟花快九点多了，实在太累了，我不建议。&#x0A;2、买礼宾服务1200-1400&#x2F;人，包含八个热门项目烟花vip位置剧场演出一次提前座位，非常的舒服，就是贵。&#x0A;3、尊享卡，也就是单项或者几项的vip，我觉得蛮好的，90-180&#x2F;项目，排队60分钟以上的可以考虑的。&#x0A;我觉得八点多入园反而是人最多的时候，考虑到要玩一天太累了，我十点才到门口的，人就不多了。&#x0A;项目介绍：&#x0A;第一部分主要是娱乐设施，有些比较刺激的创极速光轮之类的，有些比较平缓的比如小飞象，我从入园开始逆时针玩的。玩了飞跃地平线、加勒比海盗、七个小矮人、爱丽丝、小熊维尼、旋转的蜜罐几个项目，吃完晚饭后去玩了雷鸣山漂流。项目不算多，但除了创极速光轮，其他热门项目都在了。（总体来说迪士尼的项目不是特别刺激，适合小朋友，和环球影城还是差距太大）&#x0A;第二部分是迪士尼剧场，一般有三个主题，每天有很多场，选择一场即可，我选择了下午三点这样的冰雪奇缘。这个app上也有时间的。&#x0A;第三部分就是烟花了，迪士尼会根据当日的情况，安排一场或者两场烟花，烟花最好提前一小时去抢位子，虽然很累，但是最近周年庆烟花真的很赞。&#x0A;第四部分就是商店啊，卡通人物，花车巡游，可以拍拍照什么的，迪士尼整体还是很漂亮的。&#x0A;注意事项：&#x0A;如果想刷完所有项目，肯定是很累的。&#x0A;我已经比较佛系了，一天还走了两万步。&#x0A;园区内东西很贵，但是自带东西很累，又是个选择题了。&#x0A;我的建议是早饭吃饱，中午体验园区内的小吃，下午四点这样去迪士尼小镇吃晚饭顺便休息一下，错开高峰期。（迪士尼小镇就在入口处，保存好门票可以进出的）,2021-06-23 发布笔记
炎热夏天来迪士尼对大人来说都是一种考验跟别说孩子做好攻略尤为重要。再此分享下宝妈一个带娃来迪士尼游玩的经验。&#x0A;早上入园后跟摄影师碰面后，带你租辆童车一天下来解放双手不用抱着娃到处跑[捂脸R]。拍照第一个地点&#x20;#米奇大街[地点]#两边有很多迪士尼主题橱窗非常适合孩子拍摄。作为迪士尼必打卡的地点&#x20;#奇想花园[地点]#在城堡正前方来张亲子照真的很赞[ThumbsUp][ThumbsUp]拍完这两个地方相信您的孩子一定吵着不要拍摄了，要去玩了。玩项目小朋友是有身高限制的摄影师会推荐您的孩子能玩什么和不能玩什么，给你安排到指定的位置全程等待您游玩结束。大概刷玩一两个项目，到了中午时间会给您安排到花车的观看位置，体验全世界最快乐的氛围。看完花车中午吃饭和孩子午休时间，休息两个小时带您继续游玩项目。一定要带孩子到&#x20;#迪士尼皮克斯玩具总动员[地点]#那里有属于孩子的快乐。弹簧狗和牛仔嘉年华都是孩子比较喜欢玩的项目。玩到晚上在城堡前方观看一场梦幻的烟花灯光秀&#x0A;度过快乐的一天,2021-06-22 发布笔记
划重点：阴雨天&#x0A;我们去的那天是雷阵雨天气，时不时就天降大雨，所以下午三点钟之后，园内的人就很少了，但阴雨天也是好坏参半的——&#x0A;&#x0A;阴雨天好处：&#x0A;1、人少；2、凉快&#x0A;坏处：&#x0A;游行花车会减少、鸭鸭在大风天不会出来[Cry]&#x0A;&#x0A;第二重点：时间安排&#x0A;早晨要早一点到达，抢到几个热门项目的快速通行证，我们是八点钟之前到达园内的，但这个时候最大的热门“飞跃地平线”已经被抢空。&#x0A;&#x0A;裂墙推荐：&#x0A;下午五点钟左右去排加勒比海盗，人会比较少，而且这个大项目非常好玩！&#x0A;&#x0A;其实排队时间短还有一个最主要原因是：我们没有玩飞跃地平线啦，因为那个项目如果拿不到FP的话，听说最少要排两个小时，但其他的项目也都很精彩的呀！,2021-06-21 发布笔记
&#x0A;hhhhh&#x20;懒到上个月去的迪士尼&#x0A;这个月快月底了才翻出照片来加工一下&#x0A;&#x0A;冒着电闪雷鸣大暴雨看烟花应该也是没谁了&#x0A;佛系入园玩玩拍拍&#x20;所以起的不算早&#x20;也没有买早享卡&#x20;反正一整天也刷不完全部项目&#x20;不如玩的开心就行~&#x0A;&#x0A;到门口的时候差不多8.30&#x20;检票队伍已经很长了~&#x0A;想多刷几个项目并且能起早的朋友&#x20;还是可以考虑一下买个早享卡毕竟能早1小时入园~&#x0A;&#x0A;看了很多攻略都说进门往右冲&#x0A;但我们检完票打开地图飞跃地平线已经是150分钟，果断放弃，然后就往左先去创了。&#x0A;排抱抱龙的时候来了一个大雨把所有室外项目都给整停了[SpeechlessUU][SpeechlessUU]于是我俩转头去了疯蜜罐~&#x0A;疯蜜罐结束了天晴了[PuzzleUU][PuzzleUU]&#x0A;&#x0A;注意&#x0A;并不是每天都有两场花车和两场烟花的~&#x0A;我们去的那天就只有一场花车和烟花~&#x0A;然后基本上6点左右大家就已经在湖边抢位置看烟花了&#x0A;不确定时间的可以入园当天问一下工作人员，都会告诉你&#x0A;&#x0A;万幸的是整个下午都是晴天&#x0A;拍到了好看的城堡还有迪士尼的小朋友们&#x0A;简直不要太可爱啦~&#x20;击中老夫的少女心！！！hhhhhh&#x0A;然后噗噗还会在巡游的时候跳舞~&#x20;qiao可爱&#x0A;&#x0A;&#x0A;因为我们没有特地去占位看烟花，而是非常佛系的去玩了旋转木马，因为木马那里夜景真的太好拍了！必去！！！&#x0A;然后木马结束下来差不多是21.10&#x0A;一直有闪电外加开始飘雨&#x0A;广播提醒：灯光秀时间推迟&#x0A;就在！！就在聚集的人群开始散去时~&#x0A;砰~砰~砰~&#x20;暴雨烟花&#x20;它来了…[FrightenUU]&#x0A;然后我俩铁憨憨没有伞！&#x0A;就这么倔强的在雨中看完hhhhhh…&#x0A;&#x0A;so…本次我们开到的5周年奇妙惊喜是：&#x0A;电闪雷鸣大暴雨中的烟花秀&#x0A;(大概是二十几年来淋过zui大的雨)&#x0A;但真的好满足好开心好治.愈[CoolGuy],2021-06-20 发布笔记
玩上海迪士尼乐园之前我就做了许多攻略！&#x0A;.&#x0A;住宿是很重要的&#x0A;.&#x0A;名叫：【上海三舍·说时依旧设计师度假别墅】&#x0A;一晚优惠下来300就可以搞定啦！&#x0A;.&#x0A;这家民宿含迪士尼接送，7:00-9:00还提供早餐&#x0A;房东和管家超级贴心，去迪士尼也只有10分钟车程。&#x0A;.&#x0A;民宿有个很大的院子，里面每天都换水的泳池。&#x0A;旁边还有一片西瓜地，如果有闲情逸致还可以和房东说下去采摘～&#x0A;.&#x0A;妥妥的农家乐体验感，但装修风格又特别的ins风&#x0A;.&#x0A;民宿的楼是白色的，拍照超级好看。&#x0A;院内还有月牙状的秋千椅子，和一只可爱的小狗狗&#x0A;.&#x0A;在繁忙的上海的也有这一片节奏慢的地方，&#x0A;不管是周末节假日过来，还是旅行来这里都是很好的选择～&#x0A;.&#x0A;房间基本30平左右，床单一客一换很干净。&#x0A;.&#x0A;院内有洗衣机，也很方便洗衣晾在外面的晾衣杆上&#x0A;而且老板和管家小姐姐都是随时有问题随时解决的！&#x0A;.&#x0A;关于交通，民宿打车10多块就可以到川沙地铁站。&#x0A;需要买吃的或者生活用品也可以在川沙的购物中心购买。&#x0A;.&#x0A;下次二刷上海迪士尼还会来住这家的！,2021-06-19 发布笔记
&#x0A;迪士尼自疫情稍有缓解后，就又开始了没有淡季，只有旺旺季和旺季的节奏，哪怕雨天人都不少。不愿意早起，每次都是下午才去迪士尼的佛系麻麻，单挑带娃，经常纠结于只有半天时间，到底是刷项目，还是给娃拍美照呢？&#x0A;&#x0A;这次挑战旺季不到5个小时(下午3点45入场，8点半离场)，项目和拍照兼顾。&#x0A;最终战果：&#x0A;游玩看花车4个项目，以及收获照片如图，路线如下：&#x0A;花车巡游：3点45开始，玩具总动员区域出发，大概快4点才会开到旋转木马区，后面以此类推，3点45入园刚巧赶上。&#x0A;&#x0A;加勒比海盗沉沦宝藏：趁花车没散场，赶紧跑到宝藏湾区域，此时加勒比海盗、探险家独木舟都只需排队20分钟，选一个游玩即可。&#x0A;宝藏湾区域的小房子拍照都是极好的，没人又童话。&#x0A;路上遇到小矮人矿山车，带娃停下来看矿车飞驰而过，也可以趁机拍照。&#x0A;&#x0A;旋转蜂蜜罐：排队15分钟，小小朋友必玩。&#x0A;随后逛到玩具总动员区域，这里非常适合小朋友拍照，超多可爱的元素当背景，胡迪牛仔，粉粉嫩嫩草莓熊，小马红心，艾尔玩具城门口的小鸡，抱抱龙等等。&#x0A;玩具盒欢宴广场，现在暂停营业，只有一些在此休息的游客，草莓熊主题的大型拼图背景，是绝佳的拍照地，可爱卡通的造型也能调动娃的兴趣，互动感满满。&#x0A;&#x0A;巴斯光年星际营救：排队10分钟，由于最近把玩具总动员4部全都看完了，对里面人物剧情都很熟悉，这个项目玩起来更有意思了。&#x0A;此时创极速光轮也只需20分钟，大宝宝可以选择玩这个。&#x0A;&#x0A;乐园的灯光逐渐点亮，城堡变更更加梦幻，以城堡为背景也可以拍张美美的照片&#x0A;&#x0A;雷鸣山漂流：此时7点30分，游客们大多已经开始为烟花表演占位子，漂流只排队30分钟，娃在两者间选择了漂流。&#x0A;玩好离园时刚好8点半，远远的看了几眼烟花安心回家。&#x0A;&#x0A;每周日下午往往比周六人相对少一些，所以年卡宝宝们非常推荐周日半天游&#x0A;&#x20;尤其夏季，天黑得晚，可以将傍晚的时间利用得更充分。,2021-06-14 发布笔记
上海迪士尼乐园｜带萌娃必去打卡&#x0A;&#x0A;【游玩攻略】&#x0A;：首先要下载上海迪士尼度假区APP&#x0A;这个APP可以帮助我们，确定开园闭园时间，领取预约等候卡，查看所有项目的实时排队时间，查看所有表演的演出时间。&#x0A;&#x20;一定要看一下当天幻影灯光秀（&#x20;俗称：烟花表演&#x20;）的时间！这将决定能在园子里最迟玩到什么时候！&#x0A;&#x0A;&#x20;开园时间是早8:30&#x20;-&#x20;晚8:00，幻影灯光秀平时只有一场，灯光秀意味着乐园即将结束运营，各种项目会陆续关闭。&#x0A;如果遇上庆祝日，灯光秀就可能有两场，那么乐园结束的时间就会推迟。&#x0A;比如6月，是迪士尼的开园纪念月，晚8:00和9:15各有一趟灯光秀，晚上可以玩到9:30再走。&#x0A;&#x0A;&#x20;预约等候卡：&#x0A;乐园四大热门项目「雷鸣山漂流」「小飞侠天空奇遇」「七个小矮人矿山车」「创极速光轮」，在10:30至15:30之间，仅开放给领取到预约卡的游客玩，没有预约卡的可以在这段时间的前后去玩。&#x0A;每天乐园会依据入园人数来计划是否发放预约等候卡，如果乐园不发放预约等候卡，那么恭喜你，今天人少！&#x0A;预约等候卡是限量的，没有抢到也不要紧，预约卡和以前的快速通行证的性质完全不同，只是乐园错峰的一种手段。&#x0A;&#x0A;&#x20;APP里暗藏惊喜：&#x0A;有抽奖活动，运气好的话可以抽到类似于（快速通行证），运气不好的话只能抽到迪士尼朋友的签名照。&#x0A;&#x0A;&#x20;计划带小朋友玩的，一定要先在APP里看一下各个项目的身高限制，再定攻略。&#x0A;迪士尼有身高限制的项目：&#x0A;「翱翔&#x20;-&#x20;飞跃地平线」102cm&#x0A;「雷鸣山漂流」107cm&#x0A;「七个小矮人矿山车」97cm&#x0A;「抱抱龙冲天赛车」120cm&#x0A;「胡迪牛仔嘉年华」80cm&#x0A;「创极速光轮」122cm&#x0A;「喷气背包飞行器」112cm&#x0A;「探险家独木舟」坐在船上双脚可以着地才能玩。&#x0A;&#x20;花车有两场，看一场就行，花车时大家都会聚在米奇大街，这个时候也是刷项目的好时机。&#x0A;夜光幻影秀（&#x20;烟花表演&#x20;）：一般是&#x20;20:00&#x20;开场，在城堡正前方，建议提前一小时去占位置～&#x0A;位置很重要。&#x0A;好位置大家都会坐在地上安安稳稳地看，不仅舒服，还能把水幕、投影、灯光、烟花都看清。&#x0A;差位置大家为了看清都站着，甚至垫着脚，累而且可能只能看到城堡尖尖。今年6月16是乐园5岁生日，从4月开始，城堡的幻影灯光秀升级为了全新的「奇梦之光幻影秀」。&#x0A;水晶城堡绝美！！！！！！,2021-06-12 发布笔记
6.4进的上海迪士尼，门票399，礼宾1450一位（包括早享入园、游乐设施8项快速通道、一场花车预留位、一场烟花预留位）。&#x0A;当天行程:&#x0A;入园时间:7点30&#x20;。礼宾入园地点在迪士尼小镇什么大剧院那，先用身份证兑换门票和礼宾票，兑换完会有工作人员讲解礼宾服务并且给你一张地图，然后就可以入园啦！&#x0A;这会园内人还不是很多，能看到大家都在跑，我和朋友为了有的项目能二刷于是也跟着跑，现在回想一下真没必要，项目刷一遍其实真真就够了，趁着人不多不如去城堡前多照点相片，遇到卖气球的也赶紧照，后来人多了在哪照相背景都是人。&#x0A;上午游玩顺序:&#x20;飞跃地平线，加勒比海盗（没用礼宾），小矮人矿山车，抱抱龙，胡迪牛仔嘉年华。&#x0A;玩完以上这些正好10点，为了错开中午饭点我们就去迪士尼小镇吃饭啦，这会去吃饭因为餐厅刚开门还都没有人，吃完还不到11点，去小镇的迪士尼世界商店购个物，话说星黛露挂件是真难买。逛完商店11点半，入园就去花车预留位等花车游行啦～&#x0A;关于花车礼宾预留位:&#x20;我购买的经典礼宾，当天的预留位安排的是12点多那场花车的，其实不用太早到，大家基本都在第一排站着，而且我感觉礼宾预留的位置观感不是很好，&#x20;图2红色部分都是礼宾预留位，我的位置在一个拐弯处，因为被侧边的人挡着，花车从远处过来的时候我是看不到的，只有到跟前了才能看到，观感不如对面的普通位置好。礼宾预留位有很长很长的一排，也可能是我没选好位置，买礼宾的朋友一定要注意这一点。&#x0A;看完花车还不到13:00。&#x0A;下午游玩顺序:&#x20;小飞侠，加勒比海盗，雷鸣山漂流，杰克船长之惊天特技大冒险，创极速光轮。下午基本上是边玩边吃边逛商店。&#x0A;17:30去迪士尼小镇吃晚饭。吃完回园内等待20:15分的烟花秀。&#x0A;关于烟花秀预留位:&#x20;烟花秀的礼宾预留位是从后往前安排座位的，就是你到的越早，进去坐下的位置可能就越靠后，看图3，红色是预留位，位置安排根据你到的时间从1到5这样安排位置，先到就做到1位置，最后到的都在5位置。（但是入园时工作人员会建议你越早到预留位越好我觉着真没必要，坐地上还挺累的）&#x0A;看完烟花刷了最后一项设施晶彩奇航。&#x0A;行程结束。&#x0A;关于购物:&#x20;迪士尼小镇的世界商店东西比较全，会有年卡用户主动问你需不需要9折代买，没有主动问你的你就找一找。&#x0A;&#x0A;迪士尼游乐设施推荐&#x0A;&#x0A;&#x0A;游乐设施推荐:&#x0A;一定要玩:&#x20;创极速光轮（一定要睁眼，别因为害怕闭眼睛）&#x20;加勒比海盗（第一排观感不是很好，能看到屏幕和水面分界线）&#x0A;可以玩:&#x20;抱抱龙（太太太太刺激，坐最后一排体验一下小矮人矿山车&#x20;飞跃地平线（尽量和工作人员要求坐第一排）&#x0A;可玩可不玩:&#x20;雷鸣山漂流（不刺激，一顿转悠）&#x0A;小朋友梯队:&#x20;胡迪牛仔嘉年华&#x20;小飞侠&#x20;晶彩奇航&#x20;小熊维尼&#x20;（对于成年人这些可做为歇脚项目）&#x0A;别玩:&#x20;喷气背包飞行器,2021-06-07 发布笔记
地址：上海市浦东新区川沙新镇上海迪士尼度假区&#x0A;&#x20;乘坐地铁11号线到迪士尼站下，步行580米可达&#x0A;门票：成人357元起&#x20;儿童299起&#x20;老人299起&#x0A;开园时间：08:30--21:30&#x0A;带娃的家长建议一定要租一辆推车，90元一天&#x0A;&#x0A;建议，一定要做好攻略，了解先玩的项目还有路线&#x0A;一定要带上充电宝，毕竟要一直拍拍拍[Chukle]&#x0A;因为去的时候正好是万圣节，所以园区内的很多摆设都是关于万圣节的南瓜头，还有来的&#x0A;特定的节日迪士尼会有不同的设计内容&#x0A;&#x0A;对对对，还有一件最重要的事情就是:&#x0A;一定要下载上海迪士尼的官方APP&#x0A;可以查到各项目的需排队大约时间，可以快速选择下一个游玩的项目，不会浪费多余的时间&#x0A;&#x0A;如果入园比较晚的话，快速通道的票抢不到，可以选择另外购买&#x0A;买快速入园的票也是可以的，这样可以提早入园，玩更多的项目&#x0A;园区里我觉得最刺激的游玩项目有：飞跃地平线，创极速光轮，雷鸣山漂流，七个小矮人过山车&#x0A;还有很多场可观看的演出，最推荐的是加勒比海盗的&#x0A;有两场全园的花车游行，分别在中午十二点和下午&#x0A;三点，如果下雨天会取消&#x0A;每天晚上还有烟花展，城堡前的一大片空地上，旋转木马边，是最佳的观赏地,2021-06-07 发布笔记
门票:&#x20;342&#x20;工作日携程购买95折优惠价&#x0A;[Happy]&#x0A;排队最长项目:&#x20;飞跃地平线，强烈建议去过世界之窗的不要玩这个项目，和世界之窗里是一样的，体验一般。&#x0A;[Laugh]&#x0A;建议入园首选项目：小矮人矿山车，雷鸣山漂流，抱抱龙飞天赛车。这三个项目需要等待的时间居高不下，就算等到晚上，可能依然还要一个多小时，不如早点体验，把时间留给其他。&#x0A;[Cute]&#x0A;入园必体验时间好安排项目：极速光轮，加勒比海盗。这两个项目必体验，不过不用着急一进园就去体验。因为下午和晚上这两个项目的等待时间会变短，甚至晚上还能二刷三刷，所以建议放后面。&#x0A;[Askance]&#x0A;自拍打卡：在旋转木马前面的购物区域附近有好几个点，下午会有比如唐老鸭等其他人物可以一起合照，不过合照也是要排队的。建议选一个自己最喜欢的人物合影留念就行了。&#x0A;[TeaDrinker]&#x0A;吃饭：推荐加勒比海盗旁边的那家餐厅，套餐肉很足。自己最好带一个保温杯可以接水，不要带玻璃杯。小零食也可以带一些。&#x0A;[Idea]&#x0A;住：地铁11号线沿线都可以哒，个人觉得距离迪士尼地铁路程1小时内都是可以考虑的。,2021-06-06 发布笔记
