PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon, 
39.88,46.36,14.83,21,0.59,39.61,-2,0.37,296.03,92.42,101082.16,21.7,108.24, 
38.62,45.48,14.14,19.3,0.51,45.01,-2.21,0.83,296.18,91.93,101116.09,21.7,108.38, 
36.05,42.82,12.11,15.41,0.43,52,-2.77,1.38,296.46,90.8,101278.36,21.69,108.53, 
35.84,42.22,8.83,10.3,0.44,54.13,-2.77,2.46,296.33,89.95,101221.16,21.68,108.81, 
35.85,42.34,9.65,11.58,0.47,52.86,-2.71,2.79,296.61,87.72,101192.52,21.68,108.96, 
37.63,44.77,11.54,13.49,0.51,51.47,-2.45,2.86,296.64,86.78,101139.02,21.67,109.1, 
34.12,40.58,9.35,12.44,0.45,51.7,-2.41,2.8,296.88,84.99,101052.2,21.67,109.25, 
33.39,40.13,8.97,12.28,0.41,52.72,-2.74,2.71,297.16,82.83,101067.35,21.66,109.39, 
35.94,43.15,9.45,13.77,0.42,51.07,-2.91,1.84,297.12,82.48,101111.89,21.65,109.68, 
35.78,43.12,9.48,13.6,0.41,49.92,-3.27,1.72,297.13,83.86,101117.22,21.65,109.82, 
35.57,43.13,9.99,13.92,0.38,49.6,-3.86,2,296.92,85.44,101082.42,21.64,109.96, 
35.95,44.38,10.63,14.42,0.34,50.67,-4.46,2.35,296.8,86.19,101069.38,21.63,110.11, 
36.16,45.48,11.27,14.81,0.34,51.5,-4.86,2.42,296.72,86.34,101003.02,21.63,110.25, 
35.69,45.4,11.2,14.82,0.34,52.38,-5.18,2.39,296.66,86.28,100922.66,21.62,110.39, 
35.32,45.23,11.31,14.85,0.33,53.35,-5.21,2.47,296.59,86.62,101036.48,21.61,110.54, 
33.8,43.56,11.96,15.02,0.33,54.5,-5.17,2.6,296.49,87.42,101202.13,21.61,110.68, 
32.06,41.69,11.66,14.01,0.31,56.72,-5.43,2.47,296.42,87.83,101249.98,21.6,110.83, 
31.08,40.43,9.47,11.21,0.3,60.51,-5.96,2.21,296.28,88.51,101257.45,21.59,110.97, 
30.36,39.98,7.55,8.8,0.3,63.88,-6.14,1.77,295.83,90.39,100821.33,21.58,111.11, 
28.85,38.63,6.84,8.15,0.3,65.36,-5.63,0.99,295.65,91.34,100677.02,21.58,111.26, 
27.75,37.65,6.38,7.49,0.3,66.96,-5.18,0.27,295.91,91.52,101394.97,21.57,111.4, 
26.16,36.58,5.82,6.86,0.29,71.69,-5.42,0.28,295.86,92.93,101359.54,21.56,111.54, 
51.63,60.41,4.97,4.39,0.46,129,2.18,-1.33,297.61,35.3,88123.61,21.77,100.03, 
54.73,64.11,5.16,4.04,0.48,133.25,2.07,-0.56,297.17,37.14,87631.48,21.78,100.17, 
58.1,67.84,5.15,4.11,0.5,136.32,2.09,0.71,296.5,40.06,87215.97,21.79,100.32, 
61.6,71.99,5.29,4.22,0.52,138.38,3.29,1.31,295.64,40.62,85158.92,21.79,100.46, 
63.67,74.13,5.61,4.35,0.54,136.24,3.52,1.07,295.28,44.23,85012.16,21.8,100.6, 
65.81,76.67,5.93,4.98,0.57,133.27,2.21,0.76,297.71,45.08,89681.21,21.8,100.75, 
66.09,77.18,5.72,5.18,0.58,134.58,1.45,1.25,299.42,45.05,92947.35,21.81,100.89, 
67.35,78.97,5.59,5.26,0.59,135.18,0.45,1.94,299.14,48.17,92532.59,21.81,101.04, 
66.09,77.04,5.59,4.9,0.58,136.34,-0.51,2.41,298.59,50.58,91765.65,21.82,101.18, 
65.86,76.43,5.63,4.87,0.57,135.74,-0.69,3.44,297.44,53.36,89915.88,21.82,101.32, 
66.48,76.54,5.78,5.16,0.57,133.3,-0.16,3.26,295.52,60.11,87866.52,21.83,101.47, 
66.18,75.71,5.98,5.41,0.56,130.64,0.44,2.61,294.88,64.67,87656.46,21.83,101.61, 
66.32,75.73,6.22,6.23,0.57,127.91,0.32,2.4,295.06,65.49,88259.16,21.84,101.76, 
38.3,42.61,7.89,5.21,0.42,61.19,-1.18,1.58,294.67,86.94,96985.97,21.86,107.09, 
38.07,42.27,8.47,6.49,0.48,54.29,-1.73,1.65,294.73,87.31,96819.82,21.86,107.23, 
39.21,43.52,9.13,7.77,0.52,48.87,-2.19,2.14,294.31,89.73,96237.77,21.86,107.38, 
41.29,45.71,10.1,9.58,0.56,45.38,-2.01,1.98,294.16,91.23,96240.44,21.85,107.52, 
43.26,47.73,10.81,11.69,0.6,42.77,-1.85,2.14,293.94,93.31,96392.34,21.85,107.67, 
43.92,48.45,11.75,13.58,0.63,42,-2.01,1.93,293.7,95.24,96400,21.85,107.81, 
44.66,49.45,11.65,15.05,0.65,37.75,-2.04,1.61,293.86,95.44,97117.33,21.84,107.96, 
42.77,47.72,12.44,16.74,0.66,37.02,-1.95,0.85,294.87,94.03,98838.43,21.84,108.1, 
43.27,49.4,15.49,23.19,0.74,32.13,-1.86,0.53,295.58,93.08,100295.88,21.84,108.24, 
41.4,47.87,15.08,22.63,0.68,35.3,-2,0.78,296.17,90.91,101038.08,21.83,108.39, 
37.42,43.02,10.76,15.51,0.56,45.8,-1.95,2.16,296.1,90.86,101172.75,21.82,108.68, 
34.11,38.81,8.63,11.66,0.53,48.41,-1.91,2.43,296.53,88.1,101102.66,21.82,108.82, 
34.58,39.59,9.02,12.64,0.56,47.27,-2.36,2.89,296.67,86.12,101021.95,21.81,108.96, 
36.97,42.68,10.45,14.06,0.59,46.41,-2.46,2.99,296.7,85.09,100921.81,21.81,109.11, 
36.18,41.74,9.33,13.5,0.54,46.87,-2.37,2.84,296.8,84.17,100957.79,21.8,109.25, 
36.49,42.28,9.15,13.51,0.5,47.47,-2.65,2.77,297.09,81.91,101023.73,21.8,109.4, 
37.69,43.99,9.53,14.22,0.48,48.42,-3.03,2.72,296.88,82.52,100701.14,21.79,109.54, 
38.24,44.74,9.71,13.99,0.46,49.25,-3.34,2.14,296.55,83.96,100267.59,21.79,109.68, 
38.84,45.67,9.93,13.97,0.46,48.05,-3.51,1.87,296.38,85.72,100294.01,21.78,109.83, 
38.68,45.79,10.6,14.56,0.43,47.36,-3.68,1.91,296.32,87.02,100559.35,21.77,109.97, 
39.25,47.13,11.26,15.47,0.36,49.42,-4.09,2.3,296.39,86.75,100814.08,21.77,110.11, 
40.94,48.39,11.93,15.95,0.35,49.96,-4.53,2.5,296.46,86.19,100878.39,21.76,110.26, 
40.21,48,12.18,16.12,0.35,50.81,-4.74,2.63,296.46,85.9,100837.7,21.75,110.4, 
39.35,47.35,12.74,16.62,0.35,51.29,-4.67,2.7,296.45,86.19,100994.01,21.75,110.55, 
34.34,43.51,13.48,16.61,0.34,52.12,-4.86,2.81,296.57,85.81,101180.34,21.74,110.69, 
32.22,41.36,13,15.43,0.33,53.8,-5.27,2.75,296.52,85.64,101157.28,21.73,110.83, 
31.3,40.17,10.58,12.54,0.32,56.69,-5.6,2.26,296.48,85.55,101205.22,21.73,110.98, 
30.54,39.68,8.6,10.21,0.32,58.95,-5.94,1.71,296.51,84.95,101167.81,21.72,111.12, 
30.82,40.38,7.89,10.04,0.34,59.01,-5.85,1.03,295.57,89.1,100115.98,21.71,111.26, 
31.39,40.84,7.25,9.58,0.36,59.23,-4.81,0.25,294.91,93.09,99678.05,21.7,111.41, 
30.74,40.13,7.06,9.25,0.37,61.17,-3.73,0.17,295.1,93.53,100450.27,21.69,111.55, 
26.93,35.88,6,6.72,0.32,69.67,-3.79,0.69,295.28,93.61,100645.62,21.69,111.7, 
14.88,24.43,1.15,0.8,0.19,97.24,-6.57,1.13,295.74,95.13,101324.41,21.63,112.56, 
46.98,54.29,4.81,3.7,0.42,126.24,2.92,-1.06,296.3,36.3,86511.62,21.91,100.02, 
48.88,56.25,4.96,3.68,0.43,127.82,3.29,-0.3,295.74,38.01,85704.66,21.91,100.17, 
52.25,60.19,5.19,3.88,0.45,130.13,2.6,0.09,295.85,41.2,86941.6,21.92,100.31, 
55.49,64.25,5.29,3.89,0.48,132.74,2.73,0.69,295.76,41.92,86172.97,21.93,100.45, 
58.34,67.43,5.37,3.74,0.5,131.8,2.93,0.23,295.43,44.59,85787.2,21.93,100.6, 
62.6,72.19,6.33,4.6,0.55,131.09,1.35,0.04,297.58,46.01,90239.82,21.94,100.74, 
62.98,72.94,6.11,4.72,0.55,133.12,0.07,0.58,299.07,46.48,92931.03,21.94,100.89, 
63.01,73.11,5.71,4.35,0.55,134.47,-0.46,0.72,298.37,49.97,91681.68,21.95,101.03, 
62.67,72.26,5.62,4.34,0.55,134.38,-0.4,0.81,297.82,53.03,91307.37,21.95,101.18, 
62.62,72.04,5.67,4.62,0.55,133.8,-0.48,2.24,298.15,53.03,91465.14,21.96,101.32, 
63.92,73.19,5.8,5.06,0.56,132.63,-0.45,3.01,296.39,58.23,89069.25,21.96,101.46, 
66.12,75.45,6.11,5.78,0.56,128.63,-0.05,2.55,294.63,65.92,87774.82,21.97,101.61, 
41.55,46.39,9.12,5.51,0.42,66.18,-1.53,1.19,295.09,84.52,97217.42,22,106.8, 
40.62,45.3,9.04,6.36,0.47,60.57,-1.44,1,295.17,84.84,97779.48,22,106.95, 
40.49,45.04,8.92,6.83,0.51,55.49,-1.55,1.16,295.49,84.08,98390.25,22,107.09, 
40.63,45.14,8.84,7.68,0.56,49.56,-1.98,0.99,295.35,85.1,98159.3,21.99,107.24, 
41.75,46.25,9.23,8.87,0.6,44.82,-1.99,1.11,295,87.18,97817.19,21.99,107.38, 
42.6,47.01,9.92,10.64,0.64,41.8,-1.69,1.06,294.89,88.43,97680.19,21.99,107.53, 
43.05,47.42,10.41,12.94,0.67,38.66,-1.57,1.45,294.99,89.01,98050.24,21.98,107.67, 
43.28,47.59,10.84,14.53,0.68,37.87,-2.07,2.05,295.01,89.62,98183.8,21.98,107.81, 
44.46,48.72,10.86,15.46,0.7,35.97,-2.69,2.27,294.43,92.2,97499.59,21.98,107.96, 
45.08,49.44,10.99,16.99,0.71,33.83,-2.42,1.58,294.07,95.13,97410.74,21.97,108.1, 
46.6,52.08,14.21,23.95,0.82,29.19,-1.52,1.01,294.9,93.96,99169.52,21.97,108.25, 
44.06,49.59,13.77,23.46,0.77,31.36,-1.3,0.94,295.91,90.66,100870.14,21.97,108.39, 
40.22,45.28,11.66,20.06,0.69,35.58,-1.62,1.52,296.2,89.48,101186.02,21.96,108.54, 
38.34,42.86,10.57,17.72,0.67,39.06,-1.53,2.08,296.3,88.9,101136.41,21.96,108.68, 
35.26,39.05,8.43,13.43,0.63,42.68,-1.58,2.17,296.43,87.73,101002.88,21.95,108.82, 
35.49,39.58,8.6,12.99,0.62,44.11,-1.93,2.59,296.51,86.42,100833.72,21.95,108.97, 
37.43,42.12,9.59,13.65,0.64,44.05,-2.17,2.8,296.51,85.35,100738.12,21.94,109.11, 
37.77,42.68,9.22,13.05,0.61,45.26,-2.14,2.84,296.59,84.5,100741.55,21.94,109.26, 
37.87,43.06,9.19,13.04,0.57,45.67,-2.23,2.7,296.87,82.59,100841.59,21.93,109.4, 
38.55,44.19,9.46,13.37,0.54,46.52,-2.67,2.74,296.85,82.06,100567.07,21.93,109.55, 
39.32,45.37,9.75,13.07,0.51,48.47,-3.15,2.58,296.39,83.85,99879.51,21.92,109.69, 
40.4,46.94,9.78,12.68,0.49,48.9,-3.6,2.62,295.93,86.68,99522.23,21.91,109.83, 
40.49,47.34,9.94,13.27,0.46,47.76,-3.7,2.57,295.8,88.22,99866.3,21.91,109.98, 
40.48,47.87,10.28,13.89,0.36,50.45,-3.71,2.45,296.18,86.55,100560.89,21.9,110.12, 
41.96,48.8,10.54,13.86,0.35,51.37,-4.04,2.53,296.41,85.35,100836.05,21.89,110.27, 
41.35,48.55,10.7,13.84,0.35,52.16,-4.33,2.74,296.46,84.8,100849.55,21.89,110.41, 
40.68,48.01,11.09,14.15,0.34,52.46,-4.22,2.75,296.42,85.09,101029.54,21.88,110.55, 
35.59,44.11,11.43,14.16,0.35,52.82,-4.31,2.88,296.54,84.4,101141.45,21.87,110.7, 
33.27,41.71,11.03,13.05,0.33,54.33,-5.12,3.03,296.63,83.21,101069.75,21.87,110.84, 
32.4,40.75,9.97,11.34,0.33,55.97,-5.84,2.31,296.12,84.61,100335.21,21.86,110.99, 
32.66,41.13,9.08,10.39,0.33,56.25,-5.79,1.14,295.42,87.47,99610.31,21.85,111.13, 
34.62,43.63,8.84,11.01,0.36,54.46,-5.19,0.95,294.2,93.1,98221.48,21.84,111.27, 
36.04,45.04,8.19,11.56,0.41,52.69,-3.87,1.1,293.37,96.75,97342.46,21.84,111.42, 
34.3,42.99,7.77,11.23,0.44,54.65,-2.83,0.78,294.49,94.42,99620.23,21.83,111.56, 
30.82,39.12,6.87,9.8,0.42,58.79,-3.36,1.05,295.63,90.79,101238.23,21.82,111.7, 
28.23,36.8,5.93,8.64,0.38,63.56,-4.42,1.33,295.47,91.79,101105.73,21.81,111.85, 
26.2,35.31,5.51,7.36,0.33,69.63,-5.03,1.1,295.65,92.14,101400.38,21.8,111.99, 
20.96,30.36,3.64,4.39,0.26,80.79,-5.61,1.31,295.14,94.33,100139.17,21.78,112.28, 
16.23,26.8,1.76,2.53,0.22,94.53,-6.39,1.24,295.65,94.27,101156.59,21.77,112.57, 
15.09,24.68,1.32,1.46,0.2,97.88,-6.69,1.14,295.45,94.88,101012.66,21.75,112.85, 
44.88,51.54,5,3.41,0.4,124.29,3.47,-0.54,295.91,37.54,86545.58,22.04,100.02, 
46.45,53.15,5.31,3.4,0.41,125.83,2.99,-0.14,295.71,38.95,86585.39,22.05,100.16, 
47.91,54.71,5.37,3.34,0.43,127.84,2.11,-0.24,295.7,40.8,86775.52,22.05,100.3, 
50.17,57.33,5.45,3.43,0.44,128.67,2.47,0.02,295.33,41.77,85722.88,22.06,100.45, 
52.97,60.63,5.44,3.33,0.46,127.88,2.43,-0.22,295.44,44.88,86177.41,22.07,100.59, 
58.63,67.27,7.08,4.47,0.52,128.78,0.72,-0.3,297.58,46.85,90724.68,22.07,100.74, 
60.6,69.74,7,4.67,0.54,131.38,-0.38,0.57,298.49,48.01,92221.35,22.08,100.88, 
60.71,69.88,6.09,4.06,0.53,132.86,-0.71,1.03,297.32,51.75,90050.95,22.08,101.03, 
61.51,70.47,5.74,4.06,0.53,131.67,-0.71,0.65,296.15,57.39,89239.77,22.09,101.17, 
61.92,70.81,5.87,4.52,0.54,131.5,-0.6,1.07,296.52,58.41,90006.64,22.09,101.31, 
64.28,73.72,6.12,5.46,0.56,130.13,-0.62,2.06,296.11,60.47,89302.52,22.1,101.46, 
42.52,47.62,9.26,6.44,0.47,62.89,-1.64,1.22,295.42,82.78,97921.61,22.14,106.81, 
40.68,45.57,9.24,7.34,0.53,58.03,-1.73,1.15,295.95,81.5,98770.36,22.13,106.95, 
42.05,46.88,9.48,8.02,0.59,52.92,-1.87,1.1,296.09,81.54,99160.07,22.13,107.1, 
42.22,46.91,8.97,8.5,0.63,48.65,-2.08,0.94,295.93,82.65,99023.65,22.13,107.24, 
42.7,47.24,9.18,9.49,0.67,45.14,-2.02,0.9,295.69,84.17,98857.05,22.12,107.39, 
44.01,48.48,9.4,11.84,0.72,39.12,-1.81,0.86,295.56,85.31,98742.39,22.12,107.53, 
43.45,47.66,9.79,13.9,0.73,37.19,-1.73,1.23,295.84,85.09,99079.66,22.12,107.67, 
43.29,47.26,10,15.77,0.75,35.78,-2.01,1.56,295.62,86.67,98863.95,22.12,107.82, 
43.6,47.33,9.65,15.77,0.72,35.42,-2.44,1.82,294.85,90.15,97906.6,22.11,107.96, 
45.23,48.92,9.49,17.23,0.73,31.62,-2.26,1.84,294.26,93.41,97664.51,22.11,108.11, 
46.68,50.9,10.63,21.91,0.82,27.45,-1.55,1.45,294.76,93.29,98947.84,22.1,108.25, 
43.65,47.64,10.53,21.93,0.8,28.63,-1.35,1.26,295.75,90.09,100496.19,22.1,108.4, 
41.83,45.7,10.07,20.8,0.76,30.12,-1.55,1.56,296.08,89.07,100951.29,22.1,108.54, 
39.65,43.08,9.53,18.33,0.74,34.01,-1.49,1.86,296.21,88.42,100930.8,22.09,108.69, 
37.84,41.03,8.62,14.57,0.7,38.68,-1.55,1.97,296.32,87.46,100883.94,22.09,108.83, 
37.73,41.18,8.75,13.89,0.69,40.63,-1.7,2.22,296.3,86.96,100660.63,22.08,108.97, 
38.6,42.68,9.48,14.1,0.7,41.73,-1.86,2.51,296.42,85.34,100608.66,22.08,109.12, 
38.49,42.93,9.44,13.3,0.64,43.45,-1.97,2.71,296.47,84.49,100554.54,22.07,109.26, 
39.06,43.83,9.62,13.06,0.61,44.27,-2.25,2.71,296.51,83.93,100477.74,22.07,109.41, 
40.05,45.27,10.08,13.21,0.58,45.19,-2.67,2.5,296.49,83.68,100348.64,22.06,109.55, 
42.2,48.11,10.94,13.91,0.58,45.47,-2.93,2.22,296.24,84.79,100055.81,22.05,109.7, 
43,49.7,11.24,13.51,0.56,46.49,-3.39,2.85,296.23,85.42,100104.91,22.05,109.84, 
41.95,48.89,10.73,13.16,0.5,47.53,-3.71,3.29,296.12,86.04,100149.45,22.04,109.98, 
41.78,49.19,10.33,12.91,0.37,51.77,-3.58,2.79,296.01,86.28,100225.78,22.04,110.13, 
43.09,49.54,10.21,12.87,0.35,52.21,-3.58,2.58,296.17,85.37,100518.87,22.03,110.27, 
42.43,49.08,10.34,13,0.35,52.51,-3.87,2.59,296.29,84.6,100732.75,22.02,110.42, 
41.24,48.1,10.61,13.25,0.34,52.96,-3.79,2.77,296.33,84.17,100882.09,22.01,110.56, 
35.4,43.49,10.76,13.2,0.35,53.08,-3.64,2.92,296.41,83.49,100896.87,22.01,110.71, 
33.16,41.11,10.43,12.41,0.34,53.78,-4.7,3.04,296.73,81.29,101020.16,22,110.85, 
33.3,41.11,9.79,11.09,0.33,54.95,-6.08,2.52,295.8,84.03,99592.47,21.99,110.99, 
36.02,43.99,9.18,10.62,0.34,54.28,-5.41,1.39,293.72,93.14,97252.44,21.99,111.14, 
37.92,46.58,9.18,12.18,0.39,50.71,-3.61,0.99,293.42,94.92,97334.88,21.98,111.28, 
37.56,46.19,8.85,12.37,0.44,51.32,-2.74,1.31,294.18,93.35,98807.35,21.97,111.43, 
36.4,44.64,8.54,12.53,0.48,52.2,-2.65,1.25,294.96,91.93,100333.88,21.96,111.57, 
33.68,41.52,7.78,12.57,0.5,52.95,-3.28,1.28,295.63,89.68,101337.19,21.95,111.71, 
31.46,39.44,6.74,12.27,0.5,55.53,-4.23,1.61,295.57,89.81,101114.27,21.94,111.86, 
30.43,38.4,6.11,11.81,0.48,57.75,-4.42,1.25,295.54,89.87,101017.57,21.94,112, 
29.21,37.39,5.5,11.1,0.47,61.02,-4.31,1.08,295.57,90.06,100990.78,21.93,112.15, 
26.66,34.98,4.99,9.63,0.42,66.41,-4.72,1.46,295.37,91.36,100628.37,21.92,112.29, 
23.27,32.09,3.78,8.77,0.37,72.9,-5.21,1.69,295.2,93.33,100525.72,21.91,112.43, 
21.1,31.04,3.83,10.04,0.32,77.32,-5.72,1.42,295.26,94.01,100567.21,21.9,112.58, 
16.52,26.52,2.52,7.93,0.24,92.53,-6.47,1.05,295.46,94.35,101198.7,21.87,113.01, 
15.7,25.76,1.79,3.86,0.22,97.78,-6.62,0.96,295.45,94.22,101278.7,21.86,113.15, 
46.04,54.16,4.86,4.95,0.42,122.28,1.84,-0.75,296.64,36.19,87438.31,22.14,99.29, 
44.92,52.4,4.78,4.37,0.41,122.28,4.12,-1.54,295.82,36.57,85892.34,22.15,99.43, 
42.29,49.15,4.72,3.75,0.39,120.99,3.38,-1.54,297.07,34.71,87937.5,22.16,99.58, 
41.6,47.98,4.66,3.3,0.38,120.59,2.42,-0.89,296.31,36.06,87405.19,22.16,99.72, 
41.86,48.01,4.69,3.05,0.38,122.07,3.24,-0.56,295.62,36.75,85900.95,22.17,99.86, 
42.64,48.76,4.97,3.14,0.39,122.94,3.31,-0.82,296.09,37.22,86984.09,22.18,100.01, 
43.98,50.29,5.2,3.21,0.4,124.09,2.66,-1.06,296.88,36.31,87781.19,22.18,100.15, 
45.52,51.9,5.22,3.13,0.41,125.72,2.27,-0.83,296.22,38.8,86917.8,22.19,100.3, 
48.06,54.53,5.44,3.22,0.43,126.88,2.89,0.1,295.01,41.32,84971.25,22.19,100.44, 
51.43,58.26,5.68,3.27,0.45,125.04,2.15,-0.14,294.95,46.57,85746.79,22.2,100.59, 
56.37,64.18,7.1,4.16,0.5,127.82,-0.06,-0.09,296.78,49.38,90025.34,22.2,100.73, 
57.85,66.19,7.13,4.34,0.52,130.08,-0.8,0.32,297.44,51.16,90926.02,22.21,100.88, 
59.12,67.54,6.36,3.89,0.52,131.11,-0.87,0.8,296.39,55.37,89332.48,22.21,101.02, 
60.42,68.76,5.98,3.99,0.52,129.67,-1.19,0.48,295.38,61.16,88805.93,22.22,101.17, 
62.29,70.94,6.12,4.47,0.54,128.41,-1.2,0.57,294.93,64.4,88590.33,22.22,101.31, 
64.8,74.28,6.41,5.48,0.56,127.6,-0.83,1.1,294.95,65.66,88743.72,22.23,101.45, 
42.44,47.75,9.88,6.55,0.5,65.48,-1.55,1.29,295.8,81.16,98569.08,22.27,106.81, 
41.44,46.5,9.33,7.32,0.57,58.54,-1.82,1.33,296.06,80.53,98789.21,22.27,106.95, 
42.33,47.23,9.31,8.08,0.64,53.46,-2.07,1.27,296.03,81.09,98921.48,22.26,107.1, 
42.86,47.64,8.95,9.06,0.69,48.33,-2.29,1.06,296.02,81.51,99041.38,22.26,107.24, 
43.71,48.4,8.86,10.49,0.73,43.16,-2.21,0.91,295.89,82.33,99058.75,22.26,107.39, 
44.21,48.67,8.85,12.48,0.77,38.22,-1.98,0.74,296,82.62,99255.59,22.26,107.53, 
44.79,48.98,9.06,14.86,0.8,34.01,-2.2,1.05,295.78,84.15,98840.64,22.25,107.68, 
45.28,49.06,9.21,16.46,0.81,33.32,-2.51,1.38,295.03,87.87,98013.35,22.25,107.82, 
45.37,48.73,8.61,16.88,0.78,31.74,-2.31,1.54,294.63,90.19,97968.42,22.25,107.97, 
45.21,48.32,8.4,18.11,0.78,28.41,-1.93,1.55,294.8,90.92,98684.44,22.24,108.11, 
46.1,49.43,9.31,22.29,0.85,24.6,-1.65,1.57,295.19,90.66,99426.9,22.24,108.26, 
44.16,47.24,9.52,22.56,0.84,25.53,-1.56,1.6,295.68,89.29,100168.28,22.23,108.4, 
42.86,45.91,9.44,21.64,0.81,27.21,-1.75,1.74,295.9,88.6,100338.38,22.23,108.55, 
41.32,44.11,9.15,19.34,0.8,31.01,-1.74,1.81,295.81,89.15,100195.3,22.22,108.69, 
38.91,41.52,8.56,15.56,0.76,36.3,-1.56,1.91,296.17,87.34,100545.84,22.22,108.83, 
38.65,41.54,8.8,14.48,0.75,38.44,-1.46,2.13,296.31,86.43,100620.77,22.21,108.98, 
39.33,42.82,9.47,14.51,0.75,39.64,-1.51,2.42,296.4,85.24,100560.71,22.21,109.12, 
38.78,42.77,9.6,13.46,0.68,42.04,-1.68,2.66,296.43,84.31,100349.36,22.2,109.27, 
39.03,43.35,9.93,13.1,0.65,43.57,-2.18,2.78,296.4,84.02,100186.03,22.2,109.41, 
40.05,44.79,10.55,13.02,0.61,45.1,-2.85,2.76,296.05,84.83,99600.66,22.19,109.56, 
43.17,48.52,12.16,13.96,0.62,46.22,-2.64,2.1,295.33,88.32,99031.91,22.19,109.7, 
44.45,51.08,12.02,13.72,0.61,45.32,-2.58,2.45,296.16,85.44,100243.24,22.18,109.85, 
42.35,49.19,11.03,13,0.54,47.12,-3.45,3.28,296.42,83.96,100507.37,22.18,109.99, 
41.7,48.86,10.08,12.2,0.37,52.92,-3.85,3.37,295.67,86.18,99541.38,22.17,110.14, 
43.31,49.27,9.68,11.9,0.35,53.62,-3.77,2.92,295.63,86.12,99668.62,22.16,110.28, 
42.5,48.72,9.81,12.14,0.35,53.79,-3.73,2.67,295.8,85.35,100049.73,22.16,110.42, 
40.85,47.25,9.93,12.34,0.34,54.41,-3.44,2.84,295.95,84.45,100308.3,22.15,110.57, 
34.07,41.52,9.82,12.33,0.35,54.37,-3.33,2.91,296.24,82.88,100646.21,22.14,110.71, 
31.33,38.47,9.23,11.35,0.33,55.46,-4.54,2.87,296.66,80.27,100793.68,22.13,110.86, 
31.51,38.48,8.82,10.43,0.32,56.38,-6,2.57,295.61,83.39,99084.12,22.13,111, 
35.04,42.17,8.57,10.56,0.34,54.79,-5.29,1.87,293.39,93.41,96628.69,22.12,111.15, 
37.51,45.29,8.9,12.18,0.39,51.07,-3.46,1.06,293.41,94.62,97315.47,22.11,111.29, 
37.18,44.93,8.74,12.95,0.45,50.66,-2.77,0.76,294.62,91.1,99424.27,22.1,111.43, 
37.55,45.4,8.62,13.26,0.52,51.02,-2.73,0.94,295.1,90.02,100310.59,22.1,111.58, 
36.63,44.3,8.19,13.54,0.56,50.56,-3.1,1.32,295.31,89.63,100678.98,22.09,111.72, 
34.25,42.05,7.13,13.23,0.56,52.96,-4,1.95,295.37,88.94,100414.34,22.08,111.87, 
32.91,40.56,6.06,13.46,0.57,53.9,-4.27,1.52,295.11,90.07,100014.4,22.07,112.01, 
32.26,40.22,5.73,14.13,0.6,54.12,-3.81,0.88,295.29,89.99,100448.09,22.06,112.16, 
30.65,38.93,5.68,13.96,0.61,57.25,-3.82,1.22,295.63,89.06,101053.62,22.05,112.3, 
27.91,36.01,4.82,12.49,0.55,63.41,-4.38,1.87,295.58,89.72,100887.28,22.04,112.44, 
25.36,33.89,4.32,12.26,0.47,68.48,-5.02,1.91,295.37,91.22,100574.17,22.03,112.59, 
23.86,33.51,4.29,13.93,0.45,71.77,-5.37,1.61,295.31,92.38,100678.52,22.02,112.73, 
21.72,32.56,3.8,12.58,0.39,78.69,-5.73,1.12,295.39,92.87,100968.11,22.01,112.88, 
16.19,26.47,1.7,2.31,0.21,100.7,-6.94,0.54,295.36,93.73,101355.24,21.95,113.74, 
43.92,51.63,4.78,4.43,0.4,119.91,1.55,-0.77,296.41,37.2,87895.83,22.28,99.28, 
42.79,50.09,4.71,3.89,0.39,120.38,2.94,-1.34,295.81,37.38,86445.07,22.28,99.42, 
40.9,47.64,4.74,3.55,0.38,119.45,3.39,-1.75,296.24,36.28,86978.17,22.29,99.57, 
39.49,45.65,4.7,3.14,0.37,118.29,2.67,-0.89,296,36.85,87298.73,22.3,99.71, 
39.42,45.25,4.68,2.91,0.37,118.62,2.48,-0.63,295.77,37.13,86934.48,22.3,99.86, 
40.11,45.9,4.77,2.9,0.37,120.09,2.57,-1.29,296.01,36.45,86579.2,22.31,100, 
41.78,47.67,4.87,2.95,0.38,122.09,3.2,-1.49,295.37,37.25,84826.87,22.32,100.15, 
44.18,50.19,4.93,2.96,0.4,123.05,4.16,-0.56,295.03,39.5,84502.75,22.32,100.29, 
47.59,53.92,5.15,3.08,0.43,124.33,3.18,0.04,295.85,41.31,86239.78,22.33,100.44, 
51.28,58.15,5.48,3.23,0.46,123.46,0.67,0.13,296.51,45.64,88636.32,22.33,100.58, 
53.95,61.32,5.94,3.53,0.48,126,-1.03,0.13,296.89,49.92,90312.79,22.34,100.73, 
55.07,62.71,6.05,3.65,0.49,127.81,-1.35,0.04,296.53,53.71,89608.52,22.34,100.87, 
57.47,65.22,6,3.56,0.5,128.35,-1.34,0.07,295.26,59.27,88425.23,22.35,101.02, 
59.45,67.49,6.06,3.89,0.52,127.73,-1.63,-0.19,294.79,63.63,88624.56,22.35,101.16, 
61.55,69.94,6.3,4.26,0.53,127.06,-1.26,0.43,294.9,65.25,89031.7,22.36,101.3, 
